order_id,order_date,customer_id,store_id,product_id,quantity,unit_price,discount,shipping_cost,sales_channel,returned
ORD-100304,2025-01-13,CUS-0111,STR-101,PRD-009-T,1,110.27,0.05,11.99,Phone,No
ORD-100304,2025-05-11,CUS-0023,STR-105,PRD-011-S,2,32.3,0.15,0,Store,No
ORD-100305,2025-12-08,CUS-0194,STR-102,PRD-016-T,4,14.16,0.1,4.99,Store,No
ORD-100305,2025-02-18,CUS-0143,STR-101,PRD-009-T,1,110.27,0.1,7.99,Phone,No
ORD-100306,2025-06-10,CUS-0111,STR-106,PRD-004-T,4,28.02,0,7.99,Store,No
ORD-100306,2025-08-18,CUS-0224,STR-103,PRD-005-T,2,64.9,0,0,Store,No
ORD-100307,2025-05-28,CUS-0077,STR-104,PRD-018-S,1,29.0,0.05,4.99,Online,No
ORD-100307,2025-02-12,CUS-0173,STR-106,PRD-001-S,2,189.0,0.05,0,Online,No
ORD-100308,2025-10-24,CUS-0164,STR-101,PRD-019-S,4,15.0,0.15,4.99,Store,Yes
ORD-100308,2025-09-10,CUS-0214,STR-104,PRD-017-T,1,9.44,0.15,0,Online,No
ORD-100309,2025-04-28,CUS-0032,STR-105,PRD-016-S,3,12.6,0,11.99,Phone,No
ORD-100309,2025-08-04,CUS-0015,STR-105,PRD-009-T,2,105.02,0.05,4.99,Store,No
ORD-100310,2025-05-07,CUS-0193,STR-101,PRD-002-T,1,116.82,0.15,4.99,Phone,No
ORD-100310,2025-08-31,CUS-0160,STR-106,PRD-013-T,2,17.94,0,0,Store,No
ORD-100311,2025-03-23,CUS-0081,STR-105,PRD-018-S,2,30.45,0.05,4.99,Phone,No
ORD-100311,2025-04-29,CUS-0068,STR-101,PRD-004-T,1,30.98,0.05,0,Phone,Yes
ORD-100312,2025-06-08,CUS-0062,STR-104,PRD-009-S,1,89.0,0.1,0,Phone,No
ORD-100312,2025-09-10,CUS-0124,STR-101,PRD-001-S,2,198.45,0.1,11.99,Phone,No
ORD-100313,2025-04-19,CUS-0216,STR-105,PRD-001-S,3,189.0,0,7.99,Online,No
ORD-100313,2025-06-10,CUS-0037,STR-101,PRD-006-T,1,140.42,0.15,0,Store,Yes
ORD-100314,2025-10-26,CUS-0231,STR-102,PRD-013-T,2,17.94,0,0,Phone,No
ORD-100314,2025-12-31,CUS-0216,STR-104,PRD-005-S,3,52.25,0,0,Store,No
ORD-100315,2025-07-24,CUS-0095,STR-107,PRD-018-S,4,29.0,0.05,0,Online,No
ORD-100315,2025-11-17,CUS-0061,STR-104,PRD-005-T,1,64.9,0.1,0,Online,No
ORD-100316,2025-03-23,CUS-0110,STR-105,PRD-015-S,2,44.0,0,4.99,Online,Yes
ORD-100316,2025-11-08,CUS-0077,STR-107,PRD-010-S,1,59.0,0.15,11.99,Phone,No
ORD-100317,2025-06-20,CUS-0142,STR-102,PRD-014-T,2,43.37,0,11.99,Phone,No
ORD-100317,2025-03-13,CUS-0081,STR-104,PRD-004-T,3,30.98,0.1,0,Online,No
ORD-100318,2025-03-18,CUS-0025,STR-104,PRD-018-S,4,29.0,0.05,0,Online,Yes
ORD-100318,2025-01-13,CUS-0199,STR-107,PRD-011-S,2,35.7,0.15,0,Online,No
ORD-100319,2025-05-25,CUS-0218,STR-106,PRD-006-S,3,113.05,0.05,0,Online,No
ORD-100319,2025-09-28,CUS-0114,STR-102,PRD-012-S,1,20.9,0,0,Online,No
ORD-100320,2025-11-08,CUS-0047,STR-103,PRD-015-T,1,54.52,0.15,11.99,Phone,No
ORD-100320,2025-05-26,CUS-0095,STR-107,PRD-012-S,3,23.1,0.15,11.99,Store,No
ORD-100321,2025-05-17,CUS-0238,STR-104,PRD-011-S,1,35.7,0,7.99,Store,No
ORD-100321,2025-01-14,CUS-0158,STR-107,PRD-006-T,1,140.42,0.05,4.99,Store,No
ORD-100322,2025-05-18,CUS-0206,STR-105,PRD-009-S,1,89.0,0,11.99,Online,No
ORD-100322,2025-04-02,CUS-0179,STR-106,PRD-002-T,1,110.98,0.1,4.99,Phone,No
ORD-100323,2025-05-09,CUS-0164,STR-101,PRD-004-T,1,29.5,0.1,4.99,Phone,No
ORD-100323,2025-03-26,CUS-0015,STR-103,PRD-019-S,2,15.0,0,0,Phone,No
ORD-100324,2025-03-28,CUS-0100,STR-106,PRD-012-S,1,23.1,0.1,7.99,Phone,No
ORD-100324,2025-07-10,CUS-0165,STR-103,PRD-020-S,1,51.3,0.15,7.99,Store,No
ORD-100325,2025-09-06,CUS-0085,STR-105,PRD-008-S,1,18.0,0.05,7.99,Phone,No
ORD-100325,2025-11-14,CUS-0193,STR-105,PRD-019-T,2,16.81,0.05,7.99,Phone,No
ORD-100326,2025-11-03,CUS-0234,STR-103,PRD-017-T,1,8.97,0.05,0,Store,No
ORD-100326,2025-08-07,CUS-0171,STR-105,PRD-007-S,2,49.0,0.05,11.99,Phone,No
ORD-100327,2025-01-14,CUS-0228,STR-106,PRD-018-S,2,27.55,0,4.99,Online,No
ORD-100327,2025-10-07,CUS-0063,STR-107,PRD-002-S,1,99.0,0.05,0,Phone,No
ORD-100328,2025-03-28,CUS-0023,STR-101,PRD-018-S,1,29.0,0,0,Online,No
ORD-100328,2025-06-03,CUS-0094,STR-107,PRD-019-S,1,15.0,0.05,0,Store,No
ORD-100329,2025-09-11,CUS-0214,STR-107,PRD-005-T,3,64.9,0.05,11.99,Store,No
ORD-100329,2025-01-10,CUS-0106,STR-103,PRD-001-S,3,179.55,0.1,11.99,Store,No
ORD-100330,2025-07-02,CUS-0067,STR-105,PRD-006-T,1,140.42,0.1,0,Online,No
ORD-100330,2025-10-27,CUS-0019,STR-107,PRD-004-T,1,29.5,0,0,Online,No
ORD-100331,2025-07-31,CUS-0165,STR-102,PRD-002-T,2,116.82,0.05,0,Store,No
ORD-100331,2025-04-28,CUS-0171,STR-105,PRD-002-S,1,99.0,0.15,0,Online,Yes
ORD-100332,2025-05-05,CUS-0234,STR-106,PRD-012-T,1,25.96,0,0,Online,Yes
ORD-100332,2025-09-07,CUS-0046,STR-103,PRD-003-S,1,44.1,0.15,0,Online,Yes
ORD-100333,2025-07-17,CUS-0108,STR-103,PRD-008-T,1,21.24,0.05,7.99,Online,No
ORD-100333,2025-06-06,CUS-0144,STR-102,PRD-016-S,1,12.6,0,4.99,Store,No
ORD-100334,2025-11-06,CUS-0116,STR-106,PRD-012-T,3,25.96,0.15,4.99,Online,No
ORD-100334,2025-10-02,CUS-0104,STR-106,PRD-016-S,2,12.6,0.05,4.99,Store,No
ORD-100335,2025-11-28,CUS-0067,STR-107,PRD-003-S,2,42.0,0.1,0,Phone,No
ORD-100335,2025-02-03,CUS-0078,STR-101,PRD-003-S,2,42.0,0,4.99,Store,No
ORD-100336,2025-05-22,CUS-0103,STR-104,PRD-011-S,1,35.7,0.05,4.99,Store,No
ORD-100336,2025-07-29,CUS-0235,STR-105,PRD-001-S,1,198.45,0.1,7.99,Phone,No
ORD-100337,2025-07-18,CUS-0034,STR-104,PRD-015-T,2,51.92,0.1,7.99,Store,No
ORD-100337,2025-08-12,CUS-0068,STR-101,PRD-008-S,3,18.9,0,11.99,Phone,No
ORD-100338,2025-09-23,CUS-0038,STR-101,PRD-012-T,1,24.66,0,0,Store,No
ORD-100338,2025-03-04,CUS-0207,STR-105,PRD-006-T,1,140.42,0.05,7.99,Phone,No
ORD-100339,2025-04-18,CUS-0177,STR-106,PRD-012-T,1,24.66,0,0,Store,No
ORD-100339,2025-10-25,CUS-0088,STR-106,PRD-002-T,3,116.82,0,0,Online,No
ORD-100340,2025-10-15,CUS-0187,STR-103,PRD-020-T,1,63.72,0.15,11.99,Phone,No
ORD-100340,2025-03-07,CUS-0107,STR-103,PRD-006-S,1,119.0,0.05,7.99,Online,No
ORD-100341,2025-01-07,CUS-0149,STR-106,PRD-020-S,2,51.3,0.15,0,Online,No
ORD-100341,2025-09-19,CUS-0177,STR-103,PRD-014-T,2,41.3,0.05,7.99,Online,No
ORD-100342,2025-08-28,CUS-0037,STR-105,PRD-020-S,1,54.0,0.1,4.99,Online,No
ORD-100342,2025-03-16,CUS-0157,STR-104,PRD-018-T,5,35.93,0.15,0,Store,No
ORD-100343,2025-03-25,CUS-0183,STR-107,PRD-015-T,4,51.92,0,11.99,Store,No
ORD-100343,2025-09-06,CUS-0216,STR-106,PRD-009-T,1,105.02,0.05,7.99,Online,No
ORD-100344,2025-05-08,CUS-0078,STR-103,PRD-012-T,3,27.26,0.15,4.99,Store,No
ORD-100344,2025-06-07,CUS-0064,STR-105,PRD-005-T,1,64.9,0.1,7.99,Store,Yes
ORD-100345,2025-02-03,CUS-0197,STR-101,PRD-017-S,2,8.4,0.05,0,Online,No
ORD-100345,2025-10-24,CUS-0038,STR-106,PRD-015-S,1,44.0,0.1,7.99,Online,No
ORD-100346,2025-12-26,CUS-0195,STR-105,PRD-014-T,2,39.23,0,0,Phone,No
ORD-100346,2025-12-26,CUS-0141,STR-107,PRD-010-S,4,59.0,0,0,Online,No
ORD-100347,2025-11-19,CUS-0202,STR-104,PRD-014-T,2,41.3,0.15,11.99,Store,No
ORD-100347,2025-10-16,CUS-0203,STR-107,PRD-003-T,1,47.08,0,11.99,Phone,No
ORD-100348,2025-05-18,CUS-0234,STR-107,PRD-001-T,2,234.17,0.05,11.99,Store,No
ORD-100348,2025-03-10,CUS-0128,STR-101,PRD-009-S,3,89.0,0.15,0,Phone,No
ORD-100349,2025-09-11,CUS-0209,STR-104,PRD-001-T,1,234.17,0.15,7.99,Online,No
ORD-100349,2025-02-26,CUS-0007,STR-106,PRD-012-T,2,25.96,0.1,11.99,Phone,No
ORD-100350,2025-03-25,CUS-0244,STR-106,PRD-004-T,1,30.98,0.15,4.99,Store,No
ORD-100350,2025-09-04,CUS-0061,STR-107,PRD-014-T,1,41.3,0,0,Online,No
ORD-100351,2025-11-14,CUS-0039,STR-105,PRD-020-T,1,66.91,0,0,Store,No
ORD-100351,2025-06-10,CUS-0181,STR-101,PRD-006-T,2,147.44,0,11.99,Online,No
ORD-100352,2025-07-07,CUS-0004,STR-101,PRD-004-S,1,26.25,0,7.99,Phone,No
ORD-100352,2025-11-27,CUS-0167,STR-101,PRD-009-T,3,105.02,0,4.99,Store,No
ORD-100353,2025-07-05,CUS-0034,STR-103,PRD-019-T,2,18.59,0.1,0,Phone,No
ORD-100353,2025-08-18,CUS-0225,STR-102,PRD-008-T,1,21.24,0,0,Store,No
ORD-100354,2025-04-15,CUS-0068,STR-102,PRD-016-S,1,12.6,0.1,11.99,Store,No
ORD-100354,2025-08-21,CUS-0200,STR-102,PRD-011-T,1,40.12,0.05,11.99,Online,No
ORD-100355,2025-05-23,CUS-0007,STR-103,PRD-004-T,2,28.02,0,0,Online,No
ORD-100355,2025-06-12,CUS-0013,STR-102,PRD-007-T,1,57.82,0.05,0,Store,No
ORD-100356,2025-08-10,CUS-0117,STR-103,PRD-007-T,1,57.82,0.15,11.99,Online,No
ORD-100356,2025-08-23,CUS-0016,STR-104,PRD-004-T,2,28.02,0.15,4.99,Phone,No
ORD-100357,2025-04-07,CUS-0015,STR-106,PRD-018-S,3,30.45,0.1,7.99,Phone,No
ORD-100357,2025-04-10,CUS-0006,STR-101,PRD-003-T,2,47.08,0.15,4.99,Phone,No
ORD-100358,2025-09-30,CUS-0208,STR-104,PRD-011-S,1,32.3,0.05,7.99,Phone,No
ORD-100358,2025-07-26,CUS-0012,STR-107,PRD-007-S,4,46.55,0.05,0,Online,No
ORD-100359,2025-01-22,CUS-0240,STR-105,PRD-008-T,4,21.24,0.05,4.99,Online,No
ORD-100359,2025-04-12,CUS-0180,STR-103,PRD-004-S,2,25.0,0,4.99,Store,No
ORD-100360,2025-12-04,CUS-0015,STR-104,PRD-006-T,2,140.42,0.1,11.99,Online,No
ORD-100360,2025-10-04,CUS-0191,STR-106,PRD-013-T,2,17.94,0.15,0,Phone,No
ORD-100361,2025-05-19,CUS-0114,STR-101,PRD-011-S,1,34.0,0,4.99,Store,No
ORD-100361,2025-09-05,CUS-0180,STR-101,PRD-004-S,1,23.75,0,0,Online,No
ORD-100362,2025-01-18,CUS-0182,STR-101,PRD-017-S,1,8.0,0,0,Store,No
ORD-100362,2025-02-16,CUS-0075,STR-102,PRD-004-S,3,26.25,0,4.99,Store,No
ORD-100363,2025-06-28,CUS-0091,STR-106,PRD-019-S,3,14.25,0.15,4.99,Phone,No
ORD-100363,2025-01-19,CUS-0080,STR-106,PRD-020-T,1,60.53,0.1,0,Phone,No
ORD-100364,2025-06-20,CUS-0012,STR-103,PRD-008-S,2,18.0,0,4.99,Store,No
ORD-100364,2025-04-05,CUS-0147,STR-106,PRD-011-S,3,34.0,0,11.99,Phone,No
ORD-100365,2025-11-04,CUS-0086,STR-107,PRD-017-T,1,9.91,0.1,4.99,Store,No
ORD-100365,2025-03-26,CUS-0242,STR-107,PRD-018-T,3,32.51,0,7.99,Store,No
ORD-100366,2025-12-14,CUS-0012,STR-101,PRD-015-S,1,46.2,0.05,4.99,Online,Yes
ORD-100366,2025-11-01,CUS-0070,STR-103,PRD-010-S,2,56.05,0,7.99,Online,No
ORD-100367,2025-05-19,CUS-0058,STR-103,PRD-016-T,2,14.16,0.05,4.99,Phone,No
ORD-100367,2025-12-20,CUS-0045,STR-104,PRD-015-T,3,51.92,0,0,Phone,No
ORD-100368,2025-10-25,CUS-0033,STR-101,PRD-006-S,2,119.0,0,0,Online,Yes
ORD-100368,2025-05-07,CUS-0139,STR-101,PRD-009-S,5,84.55,0.05,7.99,Online,No
ORD-100369,2025-01-20,CUS-0162,STR-104,PRD-001-T,1,223.02,0,4.99,Online,No
ORD-100369,2025-12-06,CUS-0119,STR-103,PRD-003-T,3,49.56,0.15,11.99,Online,No
ORD-100370,2025-09-14,CUS-0190,STR-101,PRD-015-T,1,49.32,0.15,4.99,Phone,No
ORD-100370,2025-03-26,CUS-0184,STR-103,PRD-013-T,2,18.88,0.1,7.99,Online,No
ORD-100371,2025-03-09,CUS-0127,STR-106,PRD-015-S,3,41.8,0.1,11.99,Phone,Yes
ORD-100371,2025-05-21,CUS-0072,STR-105,PRD-001-T,2,223.02,0.15,11.99,Store,No
ORD-100372,2025-05-13,CUS-0073,STR-107,PRD-006-S,3,119.0,0.15,0,Online,No
ORD-100372,2025-10-03,CUS-0211,STR-103,PRD-007-S,1,51.45,0,11.99,Store,No
ORD-100373,2025-05-11,CUS-0207,STR-103,PRD-017-T,3,9.91,0.05,4.99,Online,No
ORD-100373,2025-11-29,CUS-0128,STR-101,PRD-015-T,2,49.32,0.1,0,Phone,No
ORD-100374,2025-03-01,CUS-0193,STR-104,PRD-020-T,4,63.72,0.05,4.99,Online,No
ORD-100374,2025-11-16,CUS-0228,STR-106,PRD-013-T,2,17.94,0.1,0,Store,No
ORD-100375,2025-07-09,CUS-0024,STR-105,PRD-001-T,1,223.02,0.05,0,Store,No
ORD-100375,2025-10-28,CUS-0212,STR-101,PRD-007-T,1,54.93,0,0,Phone,No
ORD-100376,2025-01-25,CUS-0148,STR-102,PRD-010-S,1,59.0,0.15,7.99,Online,No
ORD-100376,2025-02-26,CUS-0044,STR-105,PRD-020-T,2,60.53,0,4.99,Phone,No
ORD-100377,2025-08-25,CUS-0028,STR-104,PRD-016-T,2,14.16,0.1,0,Store,No
ORD-100377,2025-02-13,CUS-0170,STR-103,PRD-003-T,1,49.56,0.1,7.99,Store,No
ORD-100378,2025-02-26,CUS-0060,STR-106,PRD-009-S,1,84.55,0.15,0,Online,No
ORD-100378,2025-11-26,CUS-0082,STR-104,PRD-003-T,3,49.56,0.05,4.99,Online,No
ORD-100379,2025-10-10,CUS-0178,STR-106,PRD-003-T,1,49.56,0.15,0,Phone,No
ORD-100379,2025-12-20,CUS-0094,STR-102,PRD-014-T,5,43.37,0.15,11.99,Online,No
ORD-100380,2025-08-09,CUS-0038,STR-104,PRD-008-S,1,17.1,0.1,11.99,Store,No
ORD-100380,2025-05-26,CUS-0036,STR-104,PRD-015-T,5,49.32,0,0,Store,No
ORD-100381,2025-03-19,CUS-0228,STR-103,PRD-004-S,2,26.25,0.15,0,Store,No
ORD-100381,2025-09-19,CUS-0169,STR-103,PRD-017-S,2,7.6,0,4.99,Store,Yes
ORD-100382,2025-09-27,CUS-0135,STR-106,PRD-013-S,2,15.2,0.1,11.99,Phone,No
ORD-100382,2025-05-03,CUS-0167,STR-105,PRD-016-S,3,12.0,0,0,Online,No
ORD-100383,2025-02-09,CUS-0090,STR-103,PRD-020-T,2,60.53,0.05,4.99,Online,No
ORD-100383,2025-03-10,CUS-0226,STR-102,PRD-005-S,2,55.0,0.15,0,Online,No
ORD-100384,2025-06-20,CUS-0046,STR-104,PRD-007-T,2,57.82,0,0,Store,No
ORD-100384,2025-05-27,CUS-0010,STR-105,PRD-006-S,2,113.05,0.15,0,Store,No
ORD-100385,2025-08-02,CUS-0031,STR-105,PRD-016-S,3,12.6,0,4.99,Phone,No
ORD-100385,2025-05-18,CUS-0066,STR-104,PRD-001-T,2,223.02,0,11.99,Online,No
ORD-100386,2025-07-24,CUS-0205,STR-103,PRD-006-S,2,119.0,0.1,4.99,Store,No
ORD-100386,2025-06-14,CUS-0084,STR-106,PRD-002-S,1,94.05,0,0,Phone,No
ORD-100387,2025-10-01,CUS-0113,STR-102,PRD-018-S,1,29.0,0.05,0,Store,No
ORD-100387,2025-03-21,CUS-0005,STR-106,PRD-006-T,1,147.44,0.15,4.99,Online,No
ORD-100388,2025-11-28,CUS-0153,STR-106,PRD-017-S,2,8.0,0.05,0,Store,Yes
ORD-100388,2025-06-15,CUS-0071,STR-104,PRD-020-T,2,66.91,0.05,11.99,Phone,No
ORD-100389,2025-09-04,CUS-0156,STR-103,PRD-014-T,2,41.3,0,4.99,Store,No
ORD-100389,2025-03-06,CUS-0221,STR-102,PRD-014-T,2,43.37,0.15,0,Phone,No
ORD-100390,2025-05-25,CUS-0235,STR-107,PRD-002-S,3,99.0,0.1,7.99,Online,No
ORD-100390,2025-02-09,CUS-0029,STR-106,PRD-008-T,1,20.18,0,0,Store,No
ORD-100391,2025-12-21,CUS-0136,STR-103,PRD-016-T,1,14.16,0,7.99,Online,No
ORD-100391,2025-01-23,CUS-0124,STR-105,PRD-019-S,2,14.25,0,0,Online,No
ORD-100392,2025-05-13,CUS-0227,STR-101,PRD-009-S,2,84.55,0.15,11.99,Online,No
ORD-100392,2025-06-01,CUS-0022,STR-107,PRD-005-S,1,55.0,0.05,11.99,Phone,No
ORD-100393,2025-08-11,CUS-0089,STR-105,PRD-016-T,2,14.16,0.15,7.99,Store,No
ORD-100393,2025-03-06,CUS-0021,STR-105,PRD-002-S,4,99.0,0,11.99,Store,No
ORD-100394,2025-12-13,CUS-0248,STR-103,PRD-002-T,4,116.82,0,4.99,Store,No
ORD-100394,2025-11-25,CUS-0170,STR-102,PRD-011-T,4,42.13,0,4.99,Store,No
ORD-100395,2025-05-10,CUS-0118,STR-102,PRD-002-T,1,122.66,0.05,0,Online,No
ORD-100395,2025-07-18,CUS-0033,STR-101,PRD-016-T,3,13.45,0.1,4.99,Phone,No
ORD-100396,2025-02-14,CUS-0019,STR-107,PRD-005-T,1,64.9,0.05,0,Store,No
ORD-100396,2025-03-17,CUS-0167,STR-102,PRD-018-T,3,34.22,0,4.99,Store,No
ORD-100397,2025-01-26,CUS-0175,STR-103,PRD-018-T,1,34.22,0,0,Phone,No
ORD-100397,2025-09-06,CUS-0201,STR-102,PRD-007-S,1,51.45,0,4.99,Online,No
ORD-100398,2025-10-21,CUS-0190,STR-105,PRD-018-T,1,34.22,0.05,11.99,Online,No
ORD-100398,2025-11-19,CUS-0126,STR-106,PRD-008-S,1,17.1,0.1,7.99,Online,Yes
ORD-100399,2025-07-25,CUS-0037,STR-106,PRD-008-T,1,21.24,0.1,4.99,Phone,No
ORD-100399,2025-10-05,CUS-0235,STR-106,PRD-014-T,2,39.23,0.15,4.99,Phone,No
ORD-100400,2025-11-24,CUS-0053,STR-101,PRD-005-S,1,57.75,0.1,7.99,Store,No
ORD-100400,2025-08-07,CUS-0053,STR-107,PRD-002-S,2,94.05,0,0,Online,No
ORD-100401,2025-07-13,CUS-0190,STR-106,PRD-007-T,5,54.93,0.15,11.99,Phone,No
ORD-100401,2025-02-05,CUS-0161,STR-102,PRD-002-T,2,122.66,0,0,Store,No
ORD-100402,2025-04-22,CUS-0106,STR-101,PRD-008-S,2,18.0,0,0,Online,No
ORD-100402,2025-10-04,CUS-0190,STR-107,PRD-018-T,2,34.22,0.1,4.99,Store,No
ORD-100403,2025-01-29,CUS-0047,STR-104,PRD-001-S,2,189.0,0.05,11.99,Online,No
ORD-100403,2025-02-08,CUS-0061,STR-101,PRD-009-T,5,99.77,0,7.99,Online,No
ORD-100404,2025-11-27,CUS-0007,STR-104,PRD-010-S,2,56.05,0.1,7.99,Online,No
ORD-100404,2025-02-04,CUS-0157,STR-102,PRD-017-S,1,8.0,0,7.99,Store,No
ORD-100405,2025-05-19,CUS-0074,STR-104,PRD-018-T,3,34.22,0,0,Online,No
ORD-100405,2025-04-21,CUS-0178,STR-103,PRD-002-S,2,99.0,0.15,4.99,Store,No
ORD-100406,2025-09-28,CUS-0164,STR-106,PRD-008-S,2,17.1,0.1,11.99,Online,No
ORD-100406,2025-09-19,CUS-0205,STR-103,PRD-011-S,2,35.7,0,11.99,Phone,No
ORD-100407,2025-01-05,CUS-0095,STR-106,PRD-001-T,1,223.02,0.05,0,Store,No
ORD-100407,2025-02-12,CUS-0204,STR-103,PRD-006-S,1,124.95,0,7.99,Phone,No
ORD-100408,2025-03-11,CUS-0225,STR-103,PRD-013-T,2,18.88,0.05,0,Online,No
ORD-100408,2025-11-29,CUS-0150,STR-104,PRD-012-S,1,23.1,0.15,0,Store,No
ORD-100409,2025-12-01,CUS-0211,STR-103,PRD-017-S,4,7.6,0.1,7.99,Store,No
ORD-100409,2025-08-12,CUS-0168,STR-102,PRD-013-T,2,17.94,0.1,4.99,Store,No
ORD-100410,2025-10-20,CUS-0028,STR-103,PRD-009-T,1,99.77,0,7.99,Phone,No
ORD-100410,2025-09-20,CUS-0104,STR-103,PRD-003-T,1,49.56,0.15,7.99,Store,No
ORD-100411,2025-09-02,CUS-0218,STR-105,PRD-016-S,2,11.4,0.05,0,Store,No
ORD-100411,2025-06-30,CUS-0083,STR-103,PRD-017-T,1,9.44,0,4.99,Phone,No
ORD-100412,2025-08-18,CUS-0206,STR-106,PRD-019-S,3,15.75,0.1,7.99,Phone,No
ORD-100412,2025-07-24,CUS-0239,STR-106,PRD-004-S,3,26.25,0,7.99,Store,Yes
ORD-100413,2025-06-08,CUS-0225,STR-106,PRD-005-T,2,68.15,0.1,4.99,Phone,No
ORD-100413,2025-02-03,CUS-0142,STR-104,PRD-016-S,2,12.0,0.15,0,Online,No
ORD-100414,2025-06-30,CUS-0178,STR-107,PRD-013-S,2,16.0,0.05,11.99,Phone,No
ORD-100414,2025-09-01,CUS-0183,STR-104,PRD-013-S,3,15.2,0.15,7.99,Online,No
ORD-100415,2025-11-08,CUS-0018,STR-103,PRD-003-S,1,42.0,0,0,Phone,Yes
ORD-100415,2025-05-25,CUS-0136,STR-103,PRD-012-S,2,20.9,0,0,Store,No
ORD-100416,2025-08-30,CUS-0089,STR-102,PRD-001-S,1,189.0,0.05,0,Store,No
ORD-100416,2025-05-11,CUS-0026,STR-104,PRD-018-T,1,34.22,0,4.99,Store,No
ORD-100417,2025-05-25,CUS-0156,STR-106,PRD-013-T,3,19.82,0,11.99,Phone,Yes
ORD-100417,2025-02-06,CUS-0034,STR-103,PRD-020-T,3,63.72,0.1,7.99,Store,No
ORD-100418,2025-01-17,CUS-0070,STR-106,PRD-006-T,5,140.42,0,4.99,Online,No
ORD-100418,2025-02-02,CUS-0224,STR-102,PRD-018-T,1,32.51,0.1,4.99,Online,No
ORD-100419,2025-07-30,CUS-0068,STR-101,PRD-016-T,1,14.87,0.05,4.99,Phone,No
ORD-100419,2025-07-08,CUS-0110,STR-106,PRD-017-T,2,9.91,0,4.99,Store,No
ORD-100420,2025-06-15,CUS-0230,STR-105,PRD-001-T,2,223.02,0.1,0,Store,No
ORD-100420,2025-01-17,CUS-0229,STR-104,PRD-009-T,3,99.77,0.15,4.99,Phone,No
ORD-100421,2025-03-08,CUS-0014,STR-104,PRD-011-T,1,38.11,0,11.99,Store,No
ORD-100421,2025-10-10,CUS-0183,STR-106,PRD-019-T,3,17.7,0,7.99,Phone,No
ORD-100422,2025-07-16,CUS-0120,STR-104,PRD-010-S,1,56.05,0.05,7.99,Online,No
ORD-100422,2025-04-27,CUS-0099,STR-106,PRD-007-S,1,49.0,0.1,0,Phone,No
ORD-100423,2025-12-08,CUS-0181,STR-107,PRD-012-T,2,24.66,0.05,7.99,Store,No
ORD-100423,2025-07-25,CUS-0004,STR-107,PRD-013-S,1,16.0,0.1,0,Online,No
ORD-100424,2025-06-01,CUS-0013,STR-101,PRD-020-T,1,63.72,0.05,4.99,Store,No
ORD-100424,2025-04-18,CUS-0218,STR-107,PRD-020-S,1,51.3,0.05,11.99,Store,Yes
ORD-100425,2025-01-21,CUS-0167,STR-103,PRD-002-S,1,94.05,0,0,Store,No
ORD-100425,2025-03-17,CUS-0077,STR-106,PRD-011-T,3,40.12,0,0,Phone,No
ORD-100426,2025-01-31,CUS-0245,STR-103,PRD-005-S,2,55.0,0,11.99,Store,No
ORD-100426,2025-08-23,CUS-0219,STR-107,PRD-013-T,1,18.88,0.1,4.99,Online,Yes
ORD-100427,2025-04-06,CUS-0124,STR-101,PRD-011-T,2,40.12,0,4.99,Online,No
ORD-100427,2025-07-02,CUS-0197,STR-104,PRD-012-T,1,24.66,0.05,7.99,Phone,No
ORD-100428,2025-11-20,CUS-0239,STR-101,PRD-019-T,2,16.81,0,11.99,Store,No
ORD-100428,2025-04-20,CUS-0194,STR-102,PRD-013-S,2,16.0,0.05,7.99,Store,No
ORD-100429,2025-02-26,CUS-0163,STR-103,PRD-010-T,1,73.1,0.15,4.99,Online,No
ORD-100429,2025-11-25,CUS-0059,STR-103,PRD-010-S,1,59.0,0,11.99,Online,No
ORD-100430,2025-06-13,CUS-0111,STR-107,PRD-014-T,2,41.3,0.05,4.99,Online,No
ORD-100430,2025-10-21,CUS-0151,STR-107,PRD-001-T,1,223.02,0.15,0,Online,No
ORD-100431,2025-07-30,CUS-0244,STR-103,PRD-020-T,2,63.72,0,11.99,Phone,No
ORD-100431,2025-05-14,CUS-0231,STR-103,PRD-006-T,2,140.42,0.1,7.99,Store,No
ORD-100432,2025-04-03,CUS-0081,STR-102,PRD-009-T,1,110.27,0,0,Online,No
ORD-100432,2025-03-17,CUS-0178,STR-103,PRD-017-S,2,8.0,0.1,7.99,Online,No
ORD-100433,2025-11-23,CUS-0022,STR-106,PRD-005-T,1,64.9,0,7.99,Store,No
ORD-100433,2025-06-22,CUS-0237,STR-106,PRD-006-S,1,113.05,0,0,Store,No
ORD-100434,2025-05-02,CUS-0244,STR-102,PRD-019-S,1,15.0,0.05,11.99,Store,No
ORD-100434,2025-07-17,CUS-0160,STR-101,PRD-018-T,1,34.22,0.05,0,Phone,No
ORD-100435,2025-09-28,CUS-0210,STR-102,PRD-011-S,1,34.0,0.05,4.99,Store,No
ORD-100435,2025-12-25,CUS-0118,STR-101,PRD-014-T,3,41.3,0.15,0,Store,No
ORD-100436,2025-04-20,CUS-0242,STR-101,PRD-002-S,1,94.05,0.15,0,Store,No
ORD-100436,2025-08-14,CUS-0142,STR-102,PRD-001-S,2,179.55,0.1,0,Store,Yes
ORD-100437,2025-11-29,CUS-0083,STR-104,PRD-003-S,3,44.1,0.05,11.99,Online,No
ORD-100437,2025-04-18,CUS-0094,STR-102,PRD-018-S,1,30.45,0.1,0,Online,No
